,phase,w,mag
728,-1.588723958218177,7287.314414414414,0.007700682672975662
729,-1.588750569601695,7297.324324324324,0.007690186060527407
730,-1.5887771794007686,7307.334234234234,0.00767971837125875
731,-1.5888037876274639,7317.344144144145,0.007669279486174071
732,-1.5888303942937936,7327.354054054054,0.007658869286930004
733,-1.588856999411697,7337.363963963964,0.007648487655831063
734,-1.5888836029930669,7347.373873873874,0.007638134475825173
735,-1.5889102050497252,7357.383783783784,0.0076278096304992415
736,-1.5889368055934352,7367.393693693693,0.007617513004074896
737,-1.588963404635895,7377.403603603604,0.007607244481404038
738,-1.5889900021887573,7387.413513513514,0.007597003947964701
739,-1.5890165982636029,7397.423423423424,0.007586791289856663
740,-1.5890431928719593,7407.433333333333,0.007576606393797299
741,-1.5890697860252903,7417.443243243243,0.00756644914711739
742,-1.5890963777350142,7427.453153153153,0.007556319437756984
743,-1.589122968012475,7437.463063063064,0.007546217154261245
744,-1.5891495568689809,7447.472972972973,0.007536142185776425
745,-1.589176144315761,7457.482882882883,0.007526094422045754
746,-1.5892027303640008,7467.492792792793,0.007516073753405452
747,-1.5892293150248282,7477.502702702703,0.007506080070780773
748,-1.5892558983093112,7487.512612612612,0.007496113265682019
749,-1.589282480228477,7497.522522522522,0.007486173230200634
750,-1.589309060793276,7507.532432432433,0.007476259857005292
751,-1.5893356400146181,7517.542342342343,0.007466373039338081
752,-1.5893622179033657,7527.552252252252,0.007456512671010636
753,-1.5893887944703156,7537.562162162162,0.0074466786464003724
754,-1.5894153697262137,7547.572072072072,0.007436870860446721
755,-1.5894419436817502,7557.581981981982,0.007427089208647366
756,-1.589468516347577,7567.591891891892,0.007417333587054562
757,-1.58949508773428,7577.601801801802,0.007407603892271445
758,-1.5895216578523919,7587.611711711712,0.0073979000214484236
759,-1.5895482267124097,7597.621621621622,0.0073882218722794695
760,-1.589574794324766,7607.631531531531,0.007378569342998673
761,-1.5896013606998458,7617.641441441441,0.007368942332376528
762,-1.5896279258479844,7627.651351351352,0.007359340739716497
763,-1.5896544897794722,7637.661261261262,0.007349764464851484
764,-1.5896810525045388,7647.671171171171,0.007340213408140341
765,-1.589707614033373,7657.681081081081,0.007330687470464454
766,-1.5897341743761186,7667.690990990991,0.007321186553224267
767,-1.5897607335428592,7677.700900900901,0.007311710558335942
768,-1.589787291543636,7687.710810810811,0.007302259388227944
769,-1.5898138483884445,7697.720720720721,0.0072928329458377275
770,-1.589840404087233,7707.730630630631,0.007283431134608433
771,-1.5898669586499,7717.740540540541,0.00727405385848554
772,-1.5898935120862945,7727.75045045045,0.007264701021913654
773,-1.5899200644062186,7737.76036036036,0.007255372529833268
774,-1.5899466156194413,7747.77027027027,0.007246068287677495
775,-1.5899731657356704,7757.780180180181,0.007236788201368953
776,-1.5899997147645777,7767.79009009009,0.007227532177316507
777,-1.5900262627157769,7777.8,0.007218300122412253
778,-1.5900528095988544,7787.80990990991,0.007209091944028291
779,-1.5900793554233321,7797.81981981982,0.0071999075500136815
780,-1.5901059001987108,7807.8297297297295,0.007190746848691393
781,-1.5901324439344278,7817.83963963964,0.007181609748855212
782,-1.5901589866398826,7827.84954954955,0.00717249615976675
783,-1.5901855283244386,7837.85945945946,0.007163405991152474
784,-1.5902120689973984,7847.869369369369,0.007154339153200664
785,-1.5902386086680462,7857.879279279279,0.0071452955565585235
786,-1.590265147345603,7867.889189189189,0.0071362751123292345
787,-1.590291685039254,7877.8990990991,0.007127277732069021
788,-1.5903182217581413,7887.909009009009,0.007118303327784293
789,-1.5903447575113698,7897.918918918919,0.007109351811928804
790,-1.590371292308,7907.928828828829,0.0071004230974007375
791,-1.590397826157054,7917.938738738739,0.007091517097540001
792,-1.5904243590675022,7927.9486486486485,0.007082633726125306
793,-1.590450891048288,7937.958558558558,0.007073772897371484
794,-1.5904774221083107,7947.968468468469,0.007064934525926688
795,-1.590503952256421,7957.978378378379,0.007056118526869662
796,-1.5905304815014343,7967.9882882882885,0.007047324815707037
797,-1.5905570098521398,7977.998198198198,0.007038553308370653
798,-1.5905835373172648,7988.008108108108,0.007029803921214833
799,-1.59061006390552,7998.018018018018,0.007021076571013796
800,-1.5906365896255477,8008.027927927928,0.007012371174958988
801,-1.5906631144859829,8018.037837837838,0.0070036876506564625
802,-1.5906896384954095,8028.047747747748,0.006995025916124315
803,-1.5907161616623646,8038.057657657658,0.006986385889790079
804,-1.5907426839953624,8048.0675675675675,0.006977767490488222
805,-1.5907692055028673,8058.077477477477,0.006969170637457523
806,-1.5907957261933146,8068.087387387388,0.006960595250338651
807,-1.5908222460751011,8078.097297297298,0.006952041249171607
808,-1.5908487651565848,8088.1072072072075,0.006943508554393294
809,-1.5908752834460842,8098.117117117117,0.006934997086834949
810,-1.5909018009518905,8108.127027027027,0.006926506767719869
811,-1.5909283176822433,8118.136936936937,0.006918037518660839
812,-1.5909548336453707,8128.1468468468465,0.00690958926165783
813,-1.5909813488494378,8138.156756756757,0.006901161919095482
814,-1.5910078633025944,8148.166666666667,0.006892755413740905
815,-1.5910343770129403,8158.176576576577,0.006884369668741189
816,-1.5910608899885499,8168.1864864864865,0.0068760046076211095
817,-1.5910874022374697,8178.196396396396,0.00686766015428085
818,-1.591113913767691,8188.206306306306,0.006859336232993622
819,-1.5911404245871863,8198.216216216217,0.006851032768403457
820,-1.5911669347038948,8208.226126126126,0.006842749685522888
821,-1.5911934441257072,8218.236036036036,0.00683448690973072
822,-1.591219952860495,8228.245945945946,0.006826244366769803
823,-1.591246460916098,8238.255855855856,0.006818021982744799
824,-1.591272968300302,8248.265765765766,0.006809819684119947
825,-1.5912994750208889,8258.275675675675,0.0068016373977169715
826,-1.5913259810855827,8268.285585585585,0.006793475050712809
827,-1.5913524865020923,8278.295495495495,0.006785332570637515
828,-1.5913789912780805,8288.305405405405,0.006777209885372097
829,-1.591405495421183,8298.315315315316,0.006769106923146454
830,-1.591431998939013,8308.325225225226,0.0067610236125371335
831,-1.5914585018391427,8318.335135135136,0.006752959882465407
832,-1.5914850041291049,8328.345045045045,0.006744915662195059
833,-1.5915115058164238,8338.354954954955,0.006736890881330372
834,-1.5915380069085574,8348.364864864865,0.006728885469814113
835,-1.591564507412975,8358.374774774775,0.006720899357925479
836,-1.5915910073370851,8368.384684684685,0.006712932476278021
837,-1.5916175066882678,8378.394594594594,0.006704984755817748
838,-1.5916440054738896,8388.404504504504,0.0066970561278210244
839,-1.5916705037012735,8398.414414414414,0.0066891465238926836
840,-1.5916970013777145,8408.424324324324,0.006681255875964041
841,-1.5917234985104745,8418.434234234235,0.006673384116290916
842,-1.5917499951067937,8428.444144144145,0.006665531177451752
843,-1.5917764911738834,8438.454054054055,0.006657696992345656
844,-1.5918029867189125,8448.463963963964,0.006649881494190498
845,-1.5918294817490388,8458.473873873874,0.006642084616521059
846,-1.5918559762713695,8468.483783783784,0.00663430629318708
847,-1.591882470293003,8478.493693693694,0.0066265464583514806
848,-1.5919089638210042,8488.503603603604,0.006618805046488451
849,-1.5919354568623951,8498.513513513513,0.0066110819923816235
850,-1.591961949424195,8508.523423423423,0.006603377231122268
851,-1.5919884415133725,8518.533333333333,0.006595690698107445
852,-1.5920149331368745,8528.543243243243,0.006588022329038236
853,-1.5920414243016368,8538.553153153152,0.006580372059917964
854,-1.5920679150145365,8548.563063063064,0.006572739827050357
855,-1.5920944052824544,8558.572972972974,0.006565125567037892
856,-1.5921208951122152,8568.582882882883,0.006557529216779916
857,-1.5921473845106482,8578.592792792793,0.006549950713471027
858,-1.5921738734845212,8588.602702702703,0.006542389994599279
859,-1.5922003620406138,8598.612612612613,0.0065348469979445035
860,-1.592226850185637,8608.622522522523,0.006527321661576563
861,-1.5922533379263115,8618.632432432432,0.006519813923853728
862,-1.5922798252693118,8628.642342342342,0.006512323723420936
863,-1.5923063122212884,8638.652252252252,0.00650485099920816
864,-1.5923327987888711,8648.662162162162,0.006497395690428791
865,-1.592359284978661,8658.672072072071,0.006489957736577877
866,-1.592385770797242,8668.681981981983,0.006482537077430633
867,-1.592412256251156,8678.691891891893,0.006475133653040729
868,-1.5924387413469285,8688.701801801803,0.0064677474037387085
869,-1.5924652260910614,8698.711711711712,0.006460378270130402
870,-1.592491710490034,8708.721621621622,0.0064530261930953224
