0,0,0,50,50,0,0,326.59863237109,326.59863237109,0,0,0,0,0,0
0.001,3.96797123457673,2.16783591367412,49.9999684238882,49.999993099564,-0.135481925440078,0.309721458578012,326.598673015668,326.598601398945,148.231374165674,-502.831003078441,354.599628912398,0.551497943660004,-2.25943668197048,1.70793873830998
0.002,18.5670682438661,10.1133297034921,49.9998522479655,49.9999678082717,1.61874431529688,2.98408507664951,326.598146747796,326.598333962583,191.414023303526,-288.428284945196,97.0142616407527,1.67973543628511,-4.2346376310501,2.55490219475825
0.003,41.387473994638,18.7805851732566,49.9996706489466,49.9999402195407,5.87556769456914,7.08982656646867,326.596869700782,326.597923388434,269.392790533665,-309.511852451499,40.1190619164004,3.06107730085689,-5.55021501765979,2.48913771678766
0.004,66.8804687994407,25.6130568369075,49.9994677821397,49.9999184711079,15.1816337510901,11.8709559200803,326.594077880965,326.597445275498,310.241497707333,-242.893287271172,-67.3482104381444,4.35683555703394,-5.84136904519678,1.48453348813925
0.005,93.5312828327788,31.208005889899,49.9992557017002,49.999900661832,28.965379351165,15.6904026033811,326.589942757285,326.59706333083,326.655107612422,-163.799662229988,-162.855445384977,5.44363783709229,-5.46305935710479,0.0194215199782849
0.006,118.840551957744,37.3182258692212,49.9990542969358,49.9998812123977,45.7078717871258,18.7410570225474,326.584920009554,326.596758265388,310.530377371906,-68.5200059795242,-242.010371395558,6.1489025561826,-4.5022871019314,-1.6466154542967
0.007,142.092341309069,44.3526696934097,49.9988692650753,49.9998588210676,64.1626355111709,21.2238478128892,326.579383580437,326.596509986309,264.258433979949,33.2205507573226,-297.478984741464,6.35306705497142,-3.07315107122013,-3.27991598381119
0.008,162.991151231999,52.631597464316,49.9987029576301,49.999832468422,84.1789638848016,22.6361306341304,326.573378681925,326.596368758027,191.775894030228,132.290139769491,-324.066033805181,6.00326778770293,-1.32381179658073,-4.67945599120102
0.009,180.763270801351,63.0557894296515,49.9985615315961,49.9997992871884,103.64394809384,24.6585560117893,326.567539186662,326.596166515489,100.921584630162,217.79922393766,-318.720808574763,5.1089279739709,0.569271965671124,-5.6781999397438
0.01,196.264335007916,74.9107416340856,49.9984381780465,49.9997615517036,120.991813419316,28.5638981344712,326.562334827065,326.595775981277,0.328333386744918,282.292364712638,-282.620698107856,3.7430230835508,2.41264139498565,-6.15566447866546
0.011,211.555103323653,86.3603620739501,49.9983164979785,49.9997251064298,135.681504656416,34.8212802439284,326.557927919693,326.595150243066,-100.424358827346,319.05027496114,-218.625916143934,2.03107294405875,4.02646242533495,-6.05753536955339
0.012,227.937930003994,96.2159702816728,49.9981861275861,49.9996937350545,148.383613738255,42.7445600322048,326.554117286969,326.594357915087,-191.677528056134,324.586767344854,-132.909239299935,0.130366645422959,5.25141828424689,-5.38178492986124
0.013,245.10638725329,104.827092940723,49.9980495053443,49.9996663249998,160.115331683853,51.2562114609449,326.550597771585,326.593506749944,-263.199603049706,297.999537040963,-34.7999340032383,-1.77233105865631,5.96098880087203,-4.18865774243449
0.014,262.891172474661,112.498853996305,49.9979079785203,49.9996419050259,171.617387956309,59.6750464882192,326.547147154704,326.592664866442,-309.732601851665,242.789722598376,66.9428792408004,-3.4976066978188,6.09193879654325,-2.5943320989671
0.015,282.53301478149,117.98343230587,49.9977516737056,49.9996244470709,183.287610570761,67.6195393545323,326.543646087919,326.591870417155,-326.137180748715,163.482518578472,162.654662157734,-4.87660710173618,5.62676164721499,-0.750154545739401
0.016,303.489481982972,121.844063465197,49.9975849074383,49.9996121583003,196.303028320513,73.9496879162303,326.539741462594,326.591237402299,-309.680703366887,67.8139621590806,241.86674119557,-5.7756332656077,4.61028652332099,1.1653467420154
0.017,323.762556348464,126.083825554298,49.9974235794385,49.9995986627184,211.458527111694,77.8551523864481,326.535194812957,326.590846855852,-264.143672780663,-33.7804156223208,297.924088391584,-6.10775476478221,3.14429930974665,2.96345545476073
0.018,342.952571090728,131.121008882422,49.9972708701532,49.9995826288659,227.931043868452,80.2026632733514,326.53025305793,326.590612104763,-191.907956921268,-132.68715777881,324.595114690374,-5.84146811559664,1.37083531573666,4.4706327995933
0.019,359.994000160144,138.025702278124,49.9971352587696,49.9995606505442,245.049960069838,81.6881504548333,326.525117383069,326.590463556045,-101.225245209454,-217.768902853383,318.99414805563,-5.00238763294375,-0.538428796391213,5.54081642909129
0.02,375.360283653684,146.291950201961,49.9970129777708,49.9995343382598,261.540529737516,83.5376891658316,326.520170212169,326.590278602174,-1.07058838148041,-281.891352976394,282.961941353236,-3.67358838214709,-2.39267746410685,6.06626584604604
0.021,388.674418854619,156.320843322,49.9969070272493,49.9995024153015,276.545324258283,86.6359133954882,326.515668773813,326.589968779751,99.756993648728,-318.540876524599,218.783882873741,-1.98592086971506,-4.01244766811006,5.99836853766143
0.022,401.380961463269,166.679524257887,49.996805911796,49.999469442596,289.32963127838,91.7729619290149,326.511833481707,326.589455074898,191.434778399956,-323.99310884371,132.558330444011,-0.100897248423823,-5.24214787124634,5.34304511955465
0.023,414.746275327422,176.06683623506,49.9966995540076,49.999439561854,300.318425584493,98.4557233203883,326.508536843415,326.588786798758,263.520768359747,-297.897260972512,34.3764926154188,1.7920234758436,-5.95577901442716,4.16375553851936
0.024,429.274094999849,184.026292804437,49.996583945292,49.9994142261168,309.898799434449,106.327592726573,326.50566273126,326.587999611818,310.009454545994,-242.740352428369,-67.2691021135447,3.50985440555084,-6.08800665206002,2.57815224649421
0.025,444.701110841596,190.807170640875,49.9964611810006,49.9993926419123,319.715380945321,113.741072362373,326.502717756807,326.587258263854,326.695778247474,-164.001095757826,-162.694682485438,4.88433882115928,-5.6246808788971,0.740342057761775
0.026,461.745654410913,195.680390713563,49.9963255448325,49.999377129971,330.456160485668,120.037590738792,326.499495522945,326.586628612017,310.097575171817,-68.4578867450428,-241.639688423797,5.78027391324345,-4.6087361250892,-1.17153778810926
0.027,478.577499304716,200.501459786466,49.9961916012667,49.9993617840316,342.518657961867,124.768065145137,326.495876773702,326.586155564576,264.34329054451,33.4806961252921,-297.823986669321,6.11117642420169,-3.14424974116867,-2.96692668298953
0.028,494.984982228892,205.469717920938,49.9960610346661,49.9993459695747,355.350005608949,128.541086245334,326.492027369408,326.585778262466,192.021350095039,132.158401394935,-324.179751493012,5.84325537311105,-1.37043799653837,-4.47281737655457
